Symbol,Market Cap,Sector,Industry
STAR^D,,,
STAR^G,,,
STAR^I,,,
STC,1526632119,Finance,Specialty Insurers
STE,21011872180,Health Care,Industrial Specialties
STEM,3932343528,Technology,Computer Software: Prepackaged Software
STG,153089232,Consumer Services,Other Consumer Services
STK,542445135,Finance,Investment Managers
STL,4499119555,Finance,Major Banks
STL^A,,,
STLA,61435672790,Capital Goods,Auto Manufacturing
STM,34872999529,Technology,Semiconductors
STN,5041498276,Transportation,Marine Transportation
STNG,1142291428,Transportation,Marine Transportation
STON,331481344,,
STOR,9843262068,Consumer Services,Real Estate Investment Trusts
STPC,498093750,,
STRE,314793750,,
STT,29323820695,Finance,Major Banks
STT^D,,,
STT^G,,,
STWD,7582146659,Consumer Services,Real Estate Investment Trusts
STZ,43499871424,Consumer Non-Durables,Beverages (Production/Distribution)
STZ/B,,,
SU,34543682568,Energy,Integrated oil Companies
SUI,20555547069,Consumer Services,Real Estate Investment Trusts
SUM,4107687850,Capital Goods,Building Materials
SUN,3706084483,Energy,Oil Refining/Marketing
SUNL,427800000,,
SUP,219256054,Capital Goods,Auto Parts:O.E.M.
SUPV,185429262,Finance,Commercial Banks
SUZ,15826369133,Basic Industries,Paper
SWBK,390568750,Finance,Business Services
SWCH,5116358518,Technology,EDP Services
SWI,5403997882,Technology,Computer Software: Prepackaged Software
SWK,33821849053,Capital Goods,Diversified Manufacture
SWM,1238791824,Basic Industries,Paper
SWN,3621947106,Energy,Oil & Gas Production
SWT,0,Capital Goods,Diversified Manufacture
SWX,4015436645,Public Utilities,Oil & Gas Production
SWZ,130082568,Finance,Finance Companies
SXC,586653576,,
SXI,1148619473,Capital Goods,Industrial Machinery/Components
SXT,3656779902,Basic Industries,Major Chemicals
SYF,28789142927,Finance,Diversified Financial Services
SYF^A,,,
SYK,99808044661,Health Care,Medical/Dental Instruments
SYY,38486306262,Consumer Non-Durables,Food Distributors
SZC,127926277,,
T,2.03347E+11,Consumer Services,Telecommunications Equipment
T^A,,,
T^C,,,
TAC,2639456591,Public Utilities,Electric Utilities: Central
TACA,284625000,Finance,Business Services
TAK,52619828369,Health Care,Major Pharmaceuticals
TAL,13149122897,Miscellaneous,Other Consumer Services
TALO,1174955202,Energy,Oil & Gas Production
TAP,11464070109,Consumer Non-Durables,Beverages (Production/Distribution)
TARO,2750794829,Health Care,Major Pharmaceuticals
TBB,0,Consumer Services,Telecommunications Equipment
TBC,0,Consumer Services,Telecommunications Equipment
TBI,940699910,Technology,Professional Services
TCI,275248608,Finance,Real Estate
TCS,595294573,Consumer Services,Catalog/Specialty Distribution
TD,1.2429E+11,,
TDA,0,Public Utilities,Telecommunications Equipment
TDC,5284912000,Technology,EDP Services
TDF,779185496,Finance,Finance/Investors Services
TDG,35880797540,Capital Goods,Military/Government/Technical
TDI,0,Public Utilities,Telecommunications Equipment
TDOC,24104475954,Health Care,Medical/Nursing Services
TDS,2587411320,Public Utilities,Telecommunications Equipment
TDS^U,,,
TDW,491848761,Energy,Oilfield Services/Equipment
TDY,19866220631,Capital Goods,Industrial Machinery/Components
TEAF,203716018,Finance,Trusts Except Educational Religious and Charitable
TECK,12548120000,Basic Industries,Precious Metals
TEF,25109309825,Public Utilities,Telecommunications Equipment
TEI,373907676,Finance,Finance Companies
TEL,45782342149,Capital Goods,Industrial Machinery/Components
TEN,1584459146,Capital Goods,Auto Parts:O.E.M.
TEO,2183839642,Public Utilities,Telecommunications Equipment
TEVA,10263587699,Health Care,Major Pharmaceuticals
TEX,3318292000,Capital Goods,Construction/Ag Equipment/Trucks
TFC,74773391674,Finance,Major Banks
TFC^I,,,
TFC^O,,,
TFC^R,,,
TFII,8542236510,Transportation,Advertising
TFSA,0,,
TFX,19647818130,Health Care,Medical/Dental Instruments
TG,441847921,Basic Industries,Specialty Chemicals
TGH,1594958286,Technology,Diversified Commercial Services
TGH^A,,,
TGI,1278625416,Capital Goods,Aerospace
TGNA,4060018229,Consumer Services,Broadcasting
TGP,1307610000,Transportation,Marine Transportation
TGP^A,,,
TGP^B,,,
TGS,724156135,Public Utilities,Natural Gas Distribution
TGT,1.24789E+11,Consumer Services,Department/Specialty Retail Stores
THC,7379213669,Health Care,Hospital/Nursing Management
THG,5011917918,Finance,Property-Casualty Insurers
THO,6150082050,Consumer Non-Durables,Homebuilding
THQ,983489210,Finance,Finance Companies
THR,552237687,Consumer Durables,Electrical Products
THS,2607516391,Consumer Non-Durables,Packaged Foods
THW,620102219,Finance,Finance Companies
TIMB,5330611278,Public Utilities,Telecommunications Equipment
TINV,345690000,Finance,Business Services
TISI,193393780,,
TIXT,8137946386,,
TJX,82306555829,Consumer Services,Department/Specialty Retail Stores
TK,347387364,Transportation,Marine Transportation
TKC,3981985695,Public Utilities,Telecommunications Equipment
TKR,6132626106,Capital Goods,Metal Fabrications
TLGA,484500000,,
TLK,21258751682,Public Utilities,Telecommunications Equipment
TLYS,482060846,,
TM,2.50098E+11,Capital Goods,Auto Manufacturing
TMAC,279162500,,
TME,20886336863,Consumer Services,Broadcasting
TMHC,3190382771,Capital Goods,Homebuilding
TMO,2.02288E+11,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TMST,633437066,Basic Industries,Steel/Iron Ore
TMX,6445437033,Miscellaneous,Other Consumer Services
TNC,1430048263,Capital Goods,Industrial Machinery/Components
TNET,4738208268,Technology,Diversified Commercial Services
TNK,457327161,Transportation,Marine Transportation
TNL,5045153464,Transportation,Other Consumer Services
TNP,148113893,Transportation,Marine Transportation
TNP^D,,,
TNP^E,,,
TNP^F,,,
TOL,6921393600,Capital Goods,Homebuilding
TPB,895603509,Consumer Non-Durables,Tobacco
TPC,683856517,Capital Goods,Engineering & Construction
TPGS,379620000,Finance,Business Services
TPGY,615553750,Finance,Business Services
TPH,2483356355,Capital Goods,Homebuilding
TPL,11988612768,Energy,Oil & Gas Production
TPR,11859844817,Consumer Non-Durables,Apparel
TPTA,0,,
TPVG,491272926,Finance,Trusts Except Educational Religious and Charitable
TPX,8015919579,Consumer Durables,Home Furnishings
TPZ,92036452,Finance,Investment Managers
TR,2258034817,Consumer Non-Durables,Specialty Foods
TRC,405695506,Finance,Major Banks
TRCA,257969815,,
TREB,641700000,Finance,Business Services
TREC,205471068,,
TREX,11829216404,,
TRGP,10211713989,Public Utilities,Natural Gas Distribution
TRI,50209808346,,
TRN,2994704713,Capital Goods,Railroads
TRNO,4679483838,Finance,Real Estate
TROX,3187819024,Basic Industries,Multi-Sector Companies
TRP,49038110000,Public Utilities,Natural Gas Distribution
TRQ,3449106984,,
TRTN,3422498006,Technology,Diversified Commercial Services
TRTN^A,,,
TRTN^B,,,
TRTN^C,,,
TRTN^D,,,
TRTX,1041186761,Consumer Services,Real Estate Investment Trusts
TRTX^C,,,
TRU,21657799555,Technology,Advertising
TRV,38748282992,Finance,Property-Casualty Insurers
TS,12584522608,Basic Industries,Steel/Iron Ore
TSE,2263522224,Basic Industries,Major Chemicals
TSI,280760821,Finance,Investment Managers
TSLX,1729778839,Finance,Investment Managers
TSM,6.35968E+11,Technology,Semiconductors
TSN,26465023554,Consumer Non-Durables,Meat/Poultry/Fish
TSPQ,560779004,Finance,Business Services
TSQ,216648528,Technology,Advertising
TT,46100464924,Capital Goods,Industrial Machinery/Components
TTC,12073542099,Capital Goods,Tools/Hardware
TTE,1.17359E+11,Energy,Oil & Gas Production
TTI,516476967,Energy,Oil & Gas Production
TTM,15560286522,Capital Goods,Auto Manufacturing
TTP,54159328,Finance,Trusts Except Educational Religious and Charitable
TU,30406200000,,
TUFN,404846211,Technology,EDP Services
TUP,1097134355,Consumer Non-Durables,Plastic Products
TUYA,11732571298,Technology,Computer Software: Prepackaged Software
TV,7628820793,Consumer Services,Broadcasting
TVC,0,Public Utilities,Electric Utilities: Central
TVE,0,Public Utilities,Electric Utilities: Central
TWI,511543484,Capital Goods,Industrial Machinery/Components
TWLO,67940245630,Capital Goods,Industrial Machinery/Components
TWN,278812768,Finance,Trusts Except Educational Religious and Charitable
TWND,416516321,,
TWNI,417450000,Finance,Business Services
TWNT,417881250,,
TWO,2006396143,Consumer Services,Real Estate Investment Trusts
TWO^A,,,
TWO^B,,,
TWO^C,,,
TWOA,325088063,Consumer Services,Real Estate Investment Trusts
TWTR,55757126442,Technology,EDP Services
TX,8409820883,Basic Industries,Steel/Iron Ore
TXT,15330146790,Capital Goods,Aerospace
TY,1785506357,Finance,Finance Companies
TY^,,,
TYG,338394608,Finance,Investment Managers
TYL,19442952917,Technology,Computer Software: Prepackaged Software
U,29671327122,Technology,Retail: Computer Software & Peripheral Equipment
UA,8573153317,Consumer Non-Durables,Apparel
UAA,9692781549,Consumer Non-Durables,Apparel
UAN,676021502,Basic Industries,Agricultural Chemicals
UBA,789926000,Consumer Services,Real Estate Investment Trusts
UBER,90913019110,Technology,EDP Services
UBP,658180361,Consumer Services,Real Estate Investment Trusts
UBP^H,,,
UBP^K,,,
UBS,50834380622,Finance,Major Banks
UDR,15519162415,Consumer Services,Real Estate Investment Trusts
UE,2249245275,Consumer Services,Real Estate Investment Trusts
UFI,447281276,,
UFS,2756958353,Basic Industries,Paper
UGI,9756156827,Public Utilities,Natural Gas Distribution
UGIC,0,Public Utilities,Natural Gas Distribution
UGP,4102181920,Energy,Oil Refining/Marketing
UHS,13183285912,Health Care,Hospital/Nursing Management
UHT,857313972,Consumer Services,Real Estate Investment Trusts
UI,18871247874,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,1678913625,Technology,EDP Services
UL,1.56043E+11,Consumer Non-Durables,Package Goods/Cosmetics
UMC,23949618873,Technology,Semiconductors
UMH,1068725393,Consumer Services,Real Estate Investment Trusts
UMH^C,,,
UMH^D,,,
UNF,4162999428,,
UNFI,1942943311,Consumer Non-Durables,Food Distributors
UNH,3.92618E+11,Health Care,Medical Specialities
UNM,5759582438,Finance,Accident &Health Insurance
UNMA,0,Finance,Accident &Health Insurance
UNP,1.46957E+11,Transportation,Railroads
UNVR,4178626341,Basic Industries,Specialty Chemicals
UPH,682111738,,
UPS,1.85711E+11,Transportation,Air Freight/Delivery Services
URI,23276086686,Technology,Diversified Commercial Services
USA,1995072576,Finance,Finance Companies
USAC,1628034026,Energy,Oilfield Services/Equipment
USB,85775655900,Finance,Major Banks
USB^A,,,
USB^H,,,
USB^M,,,
USB^P,,,
USB^Q,,,
USB^R,,,
USDP,211517808,Transportation,Railroads
USFD,8244015569,Consumer Non-Durables,Specialty Foods
USM,3190155232,Public Utilities,Telecommunications Equipment
USNA,2027109538,Consumer Durables,Specialty Chemicals
USPH,1499226495,Health Care,Medical Specialities
USX,438601014,Transportation,Trucking Freight/Courier Services
UTF,2663053429,Finance,Finance Companies
UTI,194257962,,
UTL,799518336,Public Utilities,Power Generation
UTZ,3150633474,Consumer Non-Durables,Specialty Foods
UVE,426721777,Finance,Property-Casualty Insurers
UVV,1348219926,Consumer Non-Durables,Tobacco
UWMC,819710230,,
UZA,0,Public Utilities,Telecommunications Equipment
UZD,0,Public Utilities,Telecommunications Equipment
UZE,0,Public Utilities,Telecommunications Equipment
UZF,0,Public Utilities,Telecommunications Equipment
V,5.07328E+11,Miscellaneous,Business Services
VAC,6803046476,Consumer Services,Hotels/Resorts
VAL,0,Energy,Oil & Gas Production
VALE,1.14277E+11,Basic Industries,Steel/Iron Ore
VAPO,584047351,Health Care,Medical/Dental Instruments
VBF,234247127,Finance,Trusts Except Educational Religious and Charitable
VCIF,111377432,Finance,Finance/Investors Services
VCRA,1427590641,Capital Goods,Telecommunications Equipment
VCV,674901209,Finance,Trusts Except Educational Religious and Charitable
VEC,535298207,,
VEDL,13642111654,Capital Goods,Metal Fabrications
VEEV,49220124791,Health Care,Managed Health Care
VEI,1141682914,Energy,Oil & Gas Production
VEL,256888000,Finance,Finance: Consumer Services
VER,10975324797,Consumer Services,Real Estate Investment Trusts
VER^F,,,
VET,1263637570,Energy,Oil & Gas Production
VFC,32483170791,,
VGI,133880895,Finance,Investment Managers
VGII,491050000,,
VGM,767287938,Finance,Trusts Except Educational Religious and Charitable
VGR,2154098967,Consumer Non-Durables,Farming/Seeds/Milling
VHC,282102523,Miscellaneous,Multi-Sector Companies
VHI,720963872,Basic Industries,Multi-Sector Companies
VIAO,255531536,Technology,Semiconductors
VICI,17109349163,Consumer Services,Real Estate Investment Trusts
VIPS,12878986620,Consumer Services,Catalog/Specialty Distribution
VIST,350635035,Energy,Oil & Gas Production
VIV,13828997182,Public Utilities,Telecommunications Equipment
VKQ,767291535,Finance,Trusts Except Educational Religious and Charitable
VLO,29299928627,Energy,Integrated oil Companies
VLRS,2578358145,Transportation,Air Freight/Delivery Services
VLT,97551040,Finance,Trusts Except Educational Religious and Charitable
VMC,23181925261,,
VMI,5005267668,Capital Goods,Diversified Manufacture
VMO,934365344,Finance,Trusts Except Educational Religious and Charitable
VMW,64687133085,Technology,Computer Software: Prepackaged Software
VNCE,116129584,,
VNE,2414623630,,
VNO,9017985392,Consumer Services,Real Estate Investment Trusts
VNO^K,,,
VNO^L,,,
VNO^M,,,
VNO^N,,,
VNT,5442046134,Capital Goods,Industrial Machinery/Components
VNTR,426885272,Basic Industries,Major Chemicals
VOC,87380000,Energy,Oil & Gas Production
VOYA,7642417433,Finance,Investment Managers
VOYA^B,,,
VPCC,314035405,Finance,Business Services
VPG,480435753,Capital Goods,Industrial Machinery/Components
VPV,320983958,Finance,Trusts Except Educational Religious and Charitable
VRS,621663045,Basic Industries,Paper
VRT,9661024981,Consumer Durables,Electrical Products
VRTV,951127065,,
VSH,3224871488,Capital Goods,Industrial Machinery/Components
VST,9308482398,Public Utilities,Power Generation
VSTO,2412133390,Consumer Non-Durables,Recreational Products/Toys
VTA,738757054,Finance,Trusts Except Educational Religious and Charitable
VTN,271130322,Finance,Finance Companies
VTOL,838036495,Transportation,Transportation Services
VTR,22305498509,Consumer Services,Real Estate Investment Trusts
VVI,1006374744,Miscellaneous,Business Services
VVNT,2687680754,Miscellaneous,Diversified Manufacture
VVR,665683702,Finance,Trusts Except Educational Religious and Charitable
VVV,5818021424,Basic Industries,Automotive Aftermarket
VYGG,638292301,Finance,Business Services
VZIO,4886166548,Consumer Non-Durables,Consumer Electronics/Appliances
W,31447347835,Consumer Services,Catalog/Specialty Distribution
WAB,15679247699,Capital Goods,Railroads
WAL,10200544995,Finance,Major Banks
WALA,0,Finance,Major Banks
WARR,0,Finance,Business Services
WAT,22808823096,Health Care,Medical Specialities
WBK,70485454777,Finance,Commercial Banks
WBS,4654831227,Finance,Major Banks
WBS^F,,,
WBT,3538152714,Capital Goods,Diversified Manufacture
WCC,5245574634,Consumer Non-Durables,Telecommunications Equipment
WCC^A,,,
WCN,31857492578,Public Utilities,Environmental Services
WD,3224313000,Finance,Finance: Consumer Services
WDH,2408113092,,
WDI,0,,
WEA,173441987,Finance,Trusts Except Educational Religious and Charitable
WEC,29136687628,Public Utilities,Power Generation
WEI,84553746,Finance,Finance: Consumer Services
WELL,36545569365,Consumer Services,Real Estate Investment Trusts
WES,8781734390,Energy,Oilfield Services/Equipment
WEX,8813134971,Technology,EDP Services
WF,7181748288,Finance,Commercial Banks
WFC,1.82539E+11,Finance,Major Banks
WFC^A,,,
WFC^C,,,
WFC^L,,,
WFC^O,,,
WFC^Q,,,
WFC^R,,,
WFC^X,,,
WFC^Y,,,
WFC^Z,,,
WFG,9047227877,Basic Industries,Forest Products
WGO,2269981342,Consumer Non-Durables,Homebuilding
WH,6717241696,Consumer Services,Hotels/Resorts
WHD,2947001000,Energy,Metal Fabrications
WHG,164777546,,
WHR,14089942503,Consumer Durables,Consumer Electronics/Appliances
WIA,329776700,Finance,Trusts Except Educational Religious and Charitable
WIT,41494652322,Technology,EDP Services
WIW,806406886,Finance,Finance Companies
WK,6188745500,Technology,Computer Software: Prepackaged Software
WLK,11524247213,Basic Industries,Major Chemicals
WLKP,957762151,Basic Industries,Major Chemicals
WLL,2129625308,Energy,Oil & Gas Production
WM,60410632179,Public Utilities,Environmental Services
WMB,32191202328,Public Utilities,Natural Gas Distribution
WMC,191560008,Consumer Services,Real Estate Investment Trusts
WMK,1421582713,Consumer Services,Food Chains
WMS,8507783018,Capital Goods,Containers/Packaging
WMT,3.92441E+11,Consumer Services,Department/Specialty Retail Stores
WNC,750603710,Capital Goods,Construction/Ag Equipment/Trucks
WNS,3987251804,Miscellaneous,Business Services
WOR,3189132900,Capital Goods,Office Equipment/Supplies/Services
WORK,25797859869,Technology,EDP Services
WOW,1829591274,Consumer Services,Television Services
WPC,14153582920,Consumer Services,Real Estate Investment Trusts
WPCA,346128844,,
WPCB,669475000,,
WPG,53322148,Consumer Services,Real Estate Investment Trusts
WPG^H,,,
WPG^I,,,
WPM,19752653814,Basic Industries,Precious Metals
WPP,16115378306,Technology,Advertising
WRB,13528814396,Finance,Property-Casualty Insurers
WRB^E,,,
WRB^F,,,
WRB^G,,,
WRB^H,,,
WRE,2088329185,Consumer Services,Real Estate Investment Trusts
WRI,4200197034,Consumer Services,Real Estate Investment Trusts
WRK,14050942910,Consumer Durables,Containers/Packaging
WSM,12441972724,Consumer Services,Other Specialty Stores
WSO,11294105826,Capital Goods,Wholesale Distributors
WSO/B,,,
WSR,349065975,Consumer Services,Real Estate Investment Trusts
WST,27756973339,Health Care,Medical/Dental Instruments
WTI,627564036,Energy,Oil & Gas Production
WTM,3502791016,Finance,Property-Casualty Insurers
WTRG,11680340960,Public Utilities,Water Supply
WTRU,0,Public Utilities,Water Supply
WTS,4963885552,Capital Goods,Office Equipment/Supplies/Services
WTTR,606773970,Energy,Oilfield Services/Equipment
WU,9494651434,Miscellaneous,Business Services
WWE,4268554130,Consumer Services,Movies/Entertainment
WWW,2737443587,Consumer Non-Durables,Shoe Manufacturing
WY,26709514750,Consumer Services,Real Estate Investment Trusts
X,6741533250,Basic Industries,Steel/Iron Ore
XEC,7637862987,Energy,Oil & Gas Production
XFLT,171746825,Finance,Investment Managers
XFLT^A,,,
XHR,2137240510,Consumer Services,Real Estate Investment Trusts
XIN,162694664,Capital Goods,Homebuilding
XL,972497723,Capital Goods,Automotive Aftermarket
XOM,2.58966E+11,Energy,Integrated oil Companies
XPEV,31972686155,Capital Goods,Auto Manufacturing
XPO,16424430151,Transportation,Trucking Freight/Courier Services
XPOA,334846096,,
XRX,4620172546,Technology,EDP Services
XYF,603692018,Finance,Finance: Consumer Services
XYL,21900259008,Capital Goods,Fluid Controls
Y,9385582536,Finance,Property-Casualty Insurers
YAC,426075000,Finance,Business Services
YALA,2317275093,Technology,Computer Software: Programming Data Processing
YELP,2932981103,Technology,Internet and Information Services
YETI,8121233784,Consumer Services,Movies/Entertainment
YEXT,1749735118,Technology,EDP Services
YMM,17134645178,,
YOU,0,,
YPF,1781706952,Energy,Integrated oil Companies
YRD,421599806,Finance,Diversified Financial Services
YSG,5507669232,Consumer Non-Durables,Package Goods/Cosmetics
YTPG,534933330,Finance,Business Services
YUM,35113608904,Consumer Services,Restaurants
YUMC,27566037946,Consumer Services,Restaurants
ZBH,33307100456,Health Care,Industrial Specialties
ZEN,16690460192,Technology,EDP Services
ZEPP,676121428,Technology,Computer Manufacturing
ZETA,1294652729,,
ZEV,541167520,Capital Goods,Industrial Machinery/Components
ZH,5620668734,Miscellaneous,Business Services
ZIM,4861050000,Transportation,Marine Transportation
ZIP,2632782000,Technology,Computer Software: Programming Data Processing
ZME,1729643992,,
ZNH,10287678436,Transportation,Air Freight/Delivery Services
ZTO,23821272230,Transportation,Advertising
ZTR,241447069,Finance,Investment Managers
ZTS,94160479809,Health Care,Major Pharmaceuticals
ZUO,2130466000,Technology,EDP Services
ZYME,1653348918,,
